job_id,job_title,job_location,search_location,job_posted_date,county,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills
2773.0,Sales Executive,Chicago,chicago,2025-03-25,Nigeria,Monthly,,52.09,MediCare,"Machine Learning, Python, Creativity, Leadership, Excel"
943.0,Data Analyst,Houston,houston,2024-06-20,Canada,,56460.23,32.83,TechNova,"Machine Learning, SQL, Creativity, Python, Power BI"
4082.0,HR Manager,Chicago,chicago,2023-10-31,France,Hourly,,43.35,NextGen Solutions,"Leadership, Power BI, Machine Learning, Python, SQL"
1971.0,Nurse,Seattle,seattle,2024-09-15,India,Hourly,70802.98,36.76,RetailX,"Python, Excel"
4563.0,Project Manager,Seattle,seattle,2025-04-12,Germany,,63666.05,17.98,HealthLink,"Python, Creativity, Communication, Power BI"
4997.0,Accountant,Seattle,seattle,2025-08-07,USA,Annual,87764.36,71.54,TechNova,"Python, Power BI, Communication"
2604.0,Accuntant,Miami,miami,2025-05-08,Canada,,113920.15,12.79,RetailX,"Creativity, Excel, Communication"
4406.0,Sales Executive,,,2025-09-12,USA,,66163.39,76.99,BrightPath,"Machine Learning, Creativity, Excel"
4645.0,Nurse,New York,new york,2024-08-21,India,Monthly,76254.13,83.68,TechNova,"Project Management, SQL, Creativity"
1591.0,Graphic Designer,Boston,boston,2024-02-14,Canada,Monthly,114867.79,,NextGen Solutions,"Creativity, Teamwork, Machine Learning"
4803.0,Graphic Designer,New York,new york,2025-09-18,Germany,Monthly,49242.96,58.81,FinEdge,"Machine Learning, Creativity, Python"
2319.0,Data Analyst,Dallas,dallas,2023-11-27,Nigeria,Monthly,95825.97,25.92,DataBridge,"Project Management, SQL, Python"
4437.0,Accountant,Boston,boston,2024-10-13,USA,Hourly,105656.83,,BrightPath,"Communication, Leadership, Power BI, Excel"
4946.0,Nurse,Atlanta,atlanta,2025-06-03,USA,Annual,59248.62,78.65,EduCore,"Creativity, SQL, Machine Learning, Communication"
2672.0,Nurse,,,2025-09-17,Nigeria,Monthly,61357.02,62.79,HealthLink,"Leadership, Project Management, Teamwork, Machine Learning, Creativity"
133.0,Software Engineer,Houston,houston,2025-04-18,Japan,Monthly,44786.86,52.13,TechNova,"Teamwork, SQL"
3516.0,HR Manager,Dallas,DALLAS,2024-02-07,India,Annual,,42.77,EduCore,"SQL, Power BI, Leadership, Python"
3610.0,Marketing Specialist,Houston,houston,2024-12-18,Germany,Annual,30980.27,23.42,EduCore,"Excel, Power BI, Leadership"
4822.0,Project Manager,New York,new york,2024-04-14,Nigeria,,90115.2,10.37,HealthLink,"Communication, Python, Excel, Project Management, Machine Learning"
1328.0,Teacher,Seattle,SEATTLE,2024-01-15,Canada,,57226.85,71.3,RetailX,"Project Management, Creativity, Power BI"
1625.0,HR Manager,Houston,houston,2024-12-20,Brazil,,108094.49,40.76,EduCore,"Power BI, Project Management, Leadership, Machine Learning"
1051.0,Teacher,Boston,boston,2025-08-25,France,Annual,110147.7,,DataBridge,"SQL, Project Management, Python, Power BI"
4984.0,Graphic Designer,Los Angeles,los angeles,2024-09-23,Brazil,Annual,54114.41,,NextGen Solutions,"Excel, Teamwork, Python, Leadership, Communication"
144.0,Data Analyst,Seattle,seattle,2024-06-16,Japan,Monthly,118208.99,56.94,DataBridge,"Project Management, SQL"
4122.0,Accountant,New York,new york,2025-04-02,Japan,Monthly,79097.74,,TechNova,"Creativity, Communication, SQL"
2535.0,Project Manager,Los Angeles,LOS ANGELES,2024-03-21,UK,Monthly,56557.66,22.92,NextGen Solutions,"Excel, Python, SQL"
4118.0,Project Manager,San Francisco,SAN FRANCISCO,2025-02-21,USA,Annual,113896.89,44.92,NextGen Solutions,"Power BI, SQL, Excel"
2264.0,Nurse,New York,NEW YORK,2024-04-03,Germany,Annual,57375.63,88.41,RetailX,"Machine Learning, Communication"
2093.0,Accuntant,Houston,houston,2025-01-14,USA,Monthly,104611.54,74.03,HealthLink,
3604.0,Nurse,,,2025-03-01,Unknown,Monthly,115633.89,97.1,EduCore,"Machine Learning, Python"
32.0,Sales Executive,New York,new york,2023-11-13,India,Hourly,107804.72,26.09,TechN0va,"Power BI, Communication, SQL, Leadership"
1397.0,Graphic Designer,San Francisco,san francisco,2024-11-09,India,Annual,53736.97,29.6,NextGen Solutions,"Python, SQL"
1145.0,Graphic Designer,San Francisco,san francisco,2024-10-16,UK,,80832.51,22.27,FinEdge,"Leadership, Excel, Creativity, Communication, Power BI"
130.0,Accountant,Miami,miami,2024-08-13,UK,Hourly,116285.24,26.06,BrightPath,"Creativity, Project Management, Communication, Python"
3052.0,Project Manager,Los Angeles,los angeles,2024-09-19,Brazil,,114860.36,67.17,MediCare,"Machine Learning, SQL, Teamwork, Python, Excel"
2798.0,Nurse,Boston,boston,2023-12-25,France,Annual,65496.05,74.63,SmartWare,
1817.0,HR Manager,Los Angeles,LOS ANGELES,2024-09-25,Canada,Monthly,105752.16,,HealthLink,"Leadership, Python, Creativity, Machine Learning"
3956.0,Sales Executive,Miami,miami,2024-04-23,Canada,Annual,83771.45,76.75,BrightPath,"Python, Power BI, Leadership, SQL, Teamwork"
756.0,Software Engineer,,,2023-11-19,Brazil,Monthly,94196.41,90.24,FinEdge,"Leadership, Communication, Machine Learning"
4571.0,Teacher,New York,new york,2025-03-06,Australia,Annual,,,RetailX,
3532.0,Software Engineer,Houston,houston,2023-11-27,India,Hourly,,,EduCore,"Communication, Python"
189.0,Data Analyst,,,2023-12-30,Brazil,,49702.24,64.78,MediCare,"Excel, SQL, Communication, Teamwork"
1900.0,Data Analyst,New York,new york,2025-07-07,Germany,Hourly,79271.96,53.82,SmartWare,"Project Management, Excel"
3232.0,Software Engineer,Los Angeles,los angeles,2024-04-17,Canada,Annual,109453.1,87.35,SmartWare,"Creativity, Excel, Machine Learning"
1235.0,data anylst,Seattle,seattle,2024-05-09,Japan,Hourly,33166.96,47.34,HealthLink,"Creativity, SQL, Python, Excel, Power BI"
1988.0,Data Analyst,New York,new york,2023-10-27,Brazil,Monthly,30548.2,82.38,NextGen Solutions,"Power BI, SQL, Project Management, Leadership"
901.0,Teacher,Boston,boston,2025-03-11,Japan,,41938.52,75.63,NextGen Solutions,"Python, Creativity, Leadership, Teamwork, SQL"
2335.0,Data Analyst,Chicago,chicago,2025-02-12,Unknown,Hourly,118729.06,81.53,BrightPath,"Project Management, Excel"
4800.0,Softwar Enginner,Chicago,chicago,2024-05-30,Australia,Annual,81919.74,81.45,TechNova,"Teamwork, Python"
3799.0,Data Analyst,,,2024-06-03,Canada,Annual,102539.69,,Med1Care,
3105.0,Sales Executive,Seattle,seattle,2025-02-05,Canada,,35330.5,66.15,RetailX,"SQL, Python, Project Management, Excel"
3611.0,Accountant,Atlanta,ATLANTA,2023-11-10,India,,45493.47,31.65,Med1Care,"Communication, Power BI, Teamwork, Project Management"
2253.0,Teacher,San Francisco,san francisco,2024-06-18,Canada,Hourly,108551.07,,BrightPath,"Power BI, Machine Learning"
1035.0,Nurse,Chicago,chicago,2024-07-15,Brazil,Hourly,31495.2,,RetailX,
3511.0,Sales Executive,Atlanta,atlanta,2025-09-23,Japan,Hourly,,31.31,MediCare,"Excel, Power BI, Leadership, Communication"
2777.0,Accountant,Chicago,chicago,2024-04-22,Germany,,,,EduCore,"Machine Learning, Excel, Teamwork, Power BI, Python"
858.0,Software Engineer,Los Angeles,los angeles,2024-03-28,Australia,,,99.86,TechNova,"Project Management, Teamwork"
4555.0,Project Manager,Atlanta,atlanta,2024-11-20,Australia,Hourly,78674.17,29.78,SmartWare,"Communication, SQL"
2326.0,Marketing Specialist,Los Angeles,los angeles,2024-03-31,Nigeria,Hourly,64029.69,43.45,FinEdge,"Creativity, Machine Learning, Power BI, Teamwork, Python"
4361.0,Sales Executive,Miami,miami,2025-07-14,Australia,Monthly,,,NextGen Solutions,"Excel, Power BI, Teamwork"
4482.0,Project Manager,Dallas,dallas,2023-10-13,Unknown,Annual,85241.47,17.54,SmartWare,"Teamwork, Power BI"
1066.0,Accountant,New York,new york,2025-06-27,Japan,Annual,77998.37,65.45,FinEdge,"SQL, Creativity, Excel, Project Management"
4477.0,Teacher,San Francisco,san francisco,2025-07-20,Japan,Hourly,99864.31,54.36,RetailX,"Python, Excel"
2641.0,Project Manager,Boston,boston,2025-09-18,Japan,Annual,55745.15,46.1,TechNova,"Teamwork, Excel, Leadership, SQL"
528.0,Nurse,Miami,miami,2025-01-02,UK,Monthly,48043.59,,EduCore,"Project Management, Power BI, Excel, Machine Learning"
2659.0,Accuntant,New York,new york,2025-01-31,USA,Hourly,98882.66,69.31,BrightPath,"SQL, Teamwork, Machine Learning"
3448.0,Software Engineer,Chicago,CHICAGO,2024-10-02,Australia,,41730.79,69.21,BrightPath,"Machine Learning, SQL, Creativity"
4019.0,HR Manager,San Francisco,san francisco,2024-09-22,USA,Annual,83027.78,85.58,TechNova,"Teamwork, SQL, Creativity"
4625.0,Accountant,Atlanta,atlanta,2025-05-02,Canada,,47825.18,76.07,MediCare,"Power BI, Project Management, Communication, Creativity, Leadership"
3646.0,Accountant,San Francisco,san francisco,2023-11-04,Japan,,85295.75,40.71,MediCare,"Teamwork, Leadership"
3901.0,Software Engineer,Los Angeles,los angeles,2024-09-21,France,Monthly,39215.37,86.86,EduCore,"Python, Machine Learning, Excel, Teamwork, Power BI"
3384.0,Data Analyst,Houston,houston,2024-07-21,Nigeria,Annual,47953.3,35.22,EduCore,"Excel, Leadership, Machine Learning"
2921.0,Teacher,San Francisco,san francisco,2023-12-05,Japan,,102805.26,32.07,FinEdge,"Communication, Python, SQL"
3301.0,data anylst,New York,new york,2024-02-11,Brazil,Hourly,64208.51,72.83,MediCare,"Excel, Communication, Leadership, Creativity, Python"
1075.0,Nurse,San Francisco,san francisco,2024-08-18,Australia,Hourly,,98.98,NextGen Solutions,"Communication, Excel, Project Management"
652.0,Marketing Specialist,Miami,miami,2023-10-12,USA,Hourly,49140.26,99.89,RetailX,"Communication, SQL, Project Management, Machine Learning, Leadership"
3531.0,data anylst,Seattle,seattle,2024-06-03,Australia,Hourly,97692.96,45.72,EduCore,"Power BI, SQL, Teamwork, Machine Learning"
2589.0,Software Engineer,San Francisco,san francisco,2025-02-10,Brazil,Annual,31389.95,31.52,NextGen Solutions,
1787.0,Graphic Designer,New York,NEW YORK,2025-08-16,France,Hourly,61443.61,84.14,SmartWare,"Project Management, Power BI, Creativity"
361.0,Graphic Designer,New York,NEW YORK,2025-06-28,Brazil,Annual,118315.53,10.76,FinEdge,"Python, Creativity, Leadership"
81.0,Sales Executive,Houston,houston,2025-05-30,Australia,Annual,52871.11,34.81,FinEdge,"Excel, Python, Project Management, Communication, Teamwork"
1732.0,Graphic Designer,Los Angeles,los angeles,2024-01-10,India,Hourly,117716.7,97.32,Med1Care,"Communication, Creativity, Python, Machine Learning, SQL"
2391.0,Graphic Designer,Los Angeles,los angeles,2024-08-29,USA,Monthly,,,HealthLink,"Leadership, Communication"
2417.0,Accountant,Atlanta,atlanta,2024-11-25,UK,Annual,83016.96,81.6,RetailX,"Power BI, Python, Communication, Machine Learning"
2756.0,Softwar Enginner,Boston,boston,2025-05-24,Germany,,,84.95,RetailX,"Creativity, Excel, Power BI, Teamwork, Machine Learning"
2642.0,Marketing Specialist,New York,new york,2025-09-20,UK,Monthly,45253.6,64.28,EduCore,"Excel, Leadership, Creativity"
810.0,HR Manager,Boston,boston,2024-05-16,USA,Hourly,67148.45,46.35,TechNova,"Communication, Creativity"
159.0,Software Engineer,Miami,miami,2024-08-07,UK,Hourly,48835.71,54.22,TechNova,"Machine Learning, Power BI"
4551.0,Graphic Designer,Chicago,chicago,2025-04-14,Australia,Hourly,107710.7,85.59,FinEdge,"Excel, Leadership"
2867.0,Data Analyst,New York,new york,2024-10-11,France,Annual,31702.51,18.7,TechN0va,"Power BI, Machine Learning, Communication"
960.0,HR Manager,San Francisco,san francisco,2025-03-06,Unknown,Monthly,,,EduCore,"Power BI, Creativity, Leadership, Python, Teamwork"
1860.0,Data Analyst,New York,new york,2025-05-15,Japan,,113397.45,29.1,TechNova,"Communication, SQL, Project Management, Python, Teamwork"
624.0,Project Manager,Atlanta,atlanta,2025-06-26,USA,,38988.65,,NextGen Solutions,"Machine Learning, Excel, Python, Power BI"
2616.0,Nurse,Boston,boston,2023-12-21,France,Hourly,111312.79,68.01,MediCare,"Creativity, Python, Power BI, SQL"
744.0,Nurse,San Francisco,san francisco,2024-07-06,Japan,Annual,56328.4,86.52,TechNova,
1597.0,Sales Executive,Los Angeles,LOS ANGELES,2024-11-12,UK,,78622.71,66.36,DataBridge,"Machine Learning, Power BI, Teamwork"
2104.0,Data Analyst,Miami,miami,2025-04-10,Australia,Hourly,,94.11,MediCare,"Excel, Power BI"
1613.0,Data Analyst,Houston,HOUSTON,2025-08-07,Nigeria,Hourly,57850.76,99.84,EduCore,"SQL, Python"
2158.0,Marketing Specialist,New York,NEW YORK,2025-06-14,UK,Monthly,102372.98,,NextGen Solutions,"Leadership, Python, Machine Learning, Power BI"
495.0,Marketing Specialist,Dallas,dallas,2025-05-29,Japan,Monthly,58191.72,19.06,Med1Care,"Python, Leadership, Machine Learning, Power BI, Creativity"
1468.0,Nurse,New York,new york,2024-06-19,Brazil,Hourly,81839.77,,SmartWare,"Excel, Teamwork, Machine Learning, Project Management"
2339.0,Data Analyst,Dallas,dallas,2023-10-25,India,,80024.91,93.24,TechNova,"Project Management, Teamwork"
1038.0,Accountant,Los Angeles,los angeles,2025-01-23,Australia,Monthly,40296.23,99.04,RetailX,"Teamwork, SQL"
913.0,HR Manager,Atlanta,atlanta,2024-02-07,France,Hourly,,,FinEdge,"Project Management, Excel"
2964.0,Data Analyst,Chicago,chicago,2023-10-21,Australia,Annual,,,FinEdge,"Excel, Machine Learning"
4907.0,Marketing Specialist,Seattle,seattle,2025-06-24,France,,95286.07,96.51,HealthLink,"SQL, Creativity"
2692.0,Sales Executive,Boston,boston,2025-05-12,Brazil,,40327.33,94.23,EduCore,"Excel, Python"
4425.0,Accountant,Dallas,dallas,2024-10-11,Australia,Annual,75893.69,,FinEdge,"SQL, Machine Learning, Communication, Power BI, Excel"
4755.0,Accountant,Houston,houston,2024-09-24,France,,93602.15,48.29,FinEdge,"Creativity, Power BI"
3193.0,Software Engineer,Houston,houston,2025-03-26,India,Monthly,83656.56,63.02,SmartWare,"Machine Learning, Excel, Communication"
821.0,Software Engineer,Dallas,dallas,2025-06-02,France,,116170.06,20.62,HealthLink,"Creativity, Teamwork, Communication, SQL"
967.0,Sales Executive,,,2024-12-24,Nigeria,Monthly,72959.11,24.09,SmartWare,"Leadership, Communication, Project Management"
3570.0,HR Manager,Miami,miami,2024-04-19,Unknown,Monthly,104932.61,42.72,FinEdge,"Communication, Machine Learning"
4927.0,Nurse,Houston,houston,2024-10-05,France,,87119.17,66.78,TechNova,"Communication, Leadership, Power BI, Python, Project Management"
1464.0,Project Manager,Boston,boston,2025-09-18,France,,99136.19,15.93,NextGen Solutions,"Excel, Teamwork, Machine Learning"
4621.0,Sales Executive,Los Angeles,los angeles,2024-01-27,India,Hourly,53113.36,80.94,MediCare,"Power BI, Leadership, Python"
3057.0,HR Manager,Miami,miami,2025-05-23,Brazil,Hourly,102483.72,75.84,NextGen Solutions,"SQL, Creativity, Python"
3311.0,Nurse,Seattle,seattle,2025-06-24,Germany,,117648.94,,MediCare,"Communication, Project Management, Teamwork"
3710.0,Graphic Designer,Seattle,seattle,2025-05-15,Brazil,,49346.82,89.97,MediCare,"Power BI, Excel, Machine Learning, Leadership"
2349.0,data anylst,Atlanta,atlanta,2024-01-29,Nigeria,Monthly,47497.08,19.83,SmartWare,"Communication, Machine Learning, Project Management, Teamwork"
877.0,Sales Executive,New York,new york,2024-11-20,Australia,,79604.71,46.91,BrightPath,"Communication, Creativity"
1525.0,Software Engineer,,,2024-05-24,Australia,Hourly,90660.99,15.17,RetailX,"Machine Learning, Leadership, Power BI"
2142.0,Data Analyst,Miami,MIAMI,2024-03-27,Brazil,Hourly,90721.09,86.58,SmartWare,"Teamwork, Communication, Creativity"
405.0,Sales Executive,Dallas,dallas,2025-07-21,Germany,Annual,,17.07,MediCare,"Communication, Teamwork"
719.0,Softwar Enginner,Houston,houston,2025-03-31,Japan,,,54.08,MediCare,"Leadership, Python, Creativity, Project Management, SQL"
1695.0,Nurse,Atlanta,atlanta,2023-11-10,Australia,,47998.8,68.86,DataBridge,
1259.0,Graphic Designer,Boston,boston,2024-08-19,India,Hourly,36477.61,18.63,BrightPath,
2210.0,HR Manager,Atlanta,atlanta,2024-01-25,Canada,,104653.56,46.96,TechNova,
1100.0,Graphic Designer,Miami,MIAMI,2025-03-07,Unknown,Hourly,42653.83,19.6,NextGen Solutions,"Power BI, Machine Learning, Project Management"
4601.0,Graphic Designer,Houston,houston,2024-01-21,Japan,Hourly,36720.27,,DataBridge,"Python, Leadership, Communication"
900.0,Marketing Specialist,Houston,houston,2024-11-03,Germany,Hourly,,52.18,RetailX,"SQL, Creativity, Communication"
4873.0,Teacher,Houston,houston,2025-10-06,Australia,Hourly,36566.99,81.2,DataBridge,"SQL, Python, Communication"
3926.0,Project Manager,Dallas,dallas,2024-10-31,Australia,Hourly,82425.06,95.52,SmartWare,"Project Management, Python, Excel, SQL, Creativity"
1009.0,Teacher,Houston,houston,2025-03-25,Unknown,,100818.87,16.0,RetailX,"Excel, Communication, Python, Leadership, Creativity"
3969.0,HR Manager,Los Angeles,los angeles,2024-12-30,UK,Annual,40159.79,,BrightPath,"SQL, Creativity, Power BI, Excel"
4311.0,Accountant,Houston,houston,2024-04-02,USA,Hourly,,84.42,NextGen Solutions,"Teamwork, Project Management"
376.0,Graphic Designer,Seattle,seattle,2025-02-23,UK,,95223.02,67.91,EduCore,"Python, SQL, Power BI"
,Nurse,Dallas,DALLAS,2025-07-16,UK,,56807.84,,MediCare,"Creativity, Excel"
2266.0,Accuntant,New York,new york,2025-06-12,USA,Annual,,67.44,HealthLink,"Teamwork, Machine Learning, Python, Leadership"
2656.0,Project Manager,Miami,miami,2025-07-29,Canada,Annual,46811.24,87.37,DataBridge,"Leadership, Machine Learning, Power BI"
2111.0,Sales Executive,New York,NEW YORK,2023-10-15,Australia,Hourly,,37.61,DataBridge,"Teamwork, Leadership, Communication, Creativity"
1272.0,Graphic Designer,Los Angeles,los angeles,2025-01-07,UK,Hourly,107699.55,15.21,SmartWare,"Excel, Machine Learning, SQL, Communication"
2500.0,Software Engineer,Seattle,seattle,2025-06-02,Brazil,Hourly,34564.43,18.27,DataBridge,"Project Management, Teamwork, Power BI, Communication, Excel"
987.0,Graphic Designer,Boston,boston,2025-06-21,Canada,,46679.2,38.51,DataBridge,"Communication, Teamwork, Leadership"
1333.0,Sales Executive,Atlanta,ATLANTA,2024-06-11,India,Hourly,101901.34,65.08,NextGen Solutions,"Teamwork, SQL, Python, Creativity"
2114.0,Accuntant,Atlanta,atlanta,2025-07-22,Australia,Hourly,95240.74,64.41,MediCare,"Teamwork, Creativity"
4474.0,Data Analyst,San Francisco,san francisco,2025-02-09,Japan,Monthly,85697.7,68.42,SmartWare,"Excel, Power BI, Leadership, Machine Learning, Python"
1800.0,Software Engineer,Miami,miami,2024-09-30,Nigeria,Monthly,111545.11,48.65,RetailX,"Project Management, Python, Leadership"
4470.0,Marketing Specialist,Chicago,chicago,2024-04-14,India,Monthly,97882.96,,HealthLink,"Leadership, Project Management"
3074.0,Graphic Designer,Miami,miami,2024-12-12,Australia,,,31.76,MediCare,"Leadership, Machine Learning"
2544.0,HR Manager,Dallas,dallas,2025-08-22,USA,Annual,,87.64,TechNova,"Communication, SQL"
2594.0,Sales Executive,Seattle,seattle,2025-03-21,France,Monthly,42802.36,20.36,EduCore,"Leadership, Power BI, Project Management"
2671.0,Accountant,Los Angeles,los angeles,2023-10-11,Germany,Annual,,44.44,FinEdge,"SQL, Project Management, Power BI"
4368.0,Nurse,Dallas,dallas,2024-02-27,France,,39968.73,27.81,DataBridge,"Creativity, SQL"
3529.0,Marketing Specialist,Los Angeles,los angeles,2025-02-27,Australia,Annual,102631.04,72.72,MediCare,"Excel, Teamwork, Creativity, Python, Machine Learning"
2963.0,Data Analyst,New York,new york,2024-09-10,France,Monthly,48679.8,31.93,EduCore,"Communication, Project Management, Machine Learning"
2922.0,Teacher,Chicago,chicago,2024-08-04,Canada,Monthly,79559.88,54.27,DataBridge,"Creativity, Teamwork, Leadership, SQL, Communication"
3516.0,HR Manager,Dallas,DALLAS,2024-02-07,India,Annual,,42.77,EduCore,"SQL, Power BI, Leadership, Python"
4638.0,Marketing Specialist,Atlanta,atlanta,2024-09-06,Canada,,80067.4,,RetailX,"SQL, Power BI, Teamwork"
2287.0,Accuntant,Atlanta,atlanta,2023-12-18,Nigeria,Annual,39055.12,83.47,Med1Care,"Machine Learning, Power BI, Python"
906.0,Marketing Specialist,Seattle,seattle,2024-02-29,Brazil,Monthly,81832.69,,BrightPath,"Python, Machine Learning, Creativity, Power BI"
920.0,Nurse,San Francisco,san francisco,2024-05-04,UK,Hourly,100735.97,87.85,MediCare,"Teamwork, Leadership, Machine Learning, SQL"
476.0,Nurse,Houston,houston,2025-06-19,India,Monthly,91026.85,,RetailX,"SQL, Excel, Power BI, Machine Learning, Leadership"
3896.0,Marketing Specialist,Chicago,chicago,2023-12-16,Nigeria,Monthly,38027.81,25.49,HealthLink,
1015.0,Data Analyst,,,2024-10-15,Japan,,99796.97,50.25,FinEdge,"Teamwork, SQL, Communication, Leadership, Excel"
2495.0,Teacher,Atlanta,atlanta,2025-06-22,UK,Monthly,,,SmartWare,"Leadership, Machine Learning, Creativity, Project Management, Excel"
4559.0,Data Analyst,Chicago,chicago,2024-05-15,Unknown,,42109.08,25.3,TechNova,"Creativity, Python, Power BI, Project Management"
883.0,HR Manager,Miami,miami,2025-09-17,USA,,61668.08,45.29,FinEddge,"Excel, Machine Learning, Power BI, Communication, Creativity"
3240.0,HR Manager,Atlanta,atlanta,2024-06-09,UK,,65967.69,47.65,HealthLink,"Excel, Creativity, Teamwork, Communication, Leadership"
3673.0,Nurse,Miami,MIAMI,2025-01-28,Brazil,Annual,104067.66,51.24,HealthLink,"Communication, SQL"
2443.0,Accountant,,,2024-03-05,India,,40356.53,,SmartWare,"Machine Learning, Leadership, SQL, Python, Excel"
736.0,Project Manager,Chicago,chicago,2024-12-30,India,Hourly,46316.27,76.54,RetailX,"Communication, Project Management, Excel, SQL, Python"
471.0,Project Manager,Los Angeles,los angeles,2025-03-09,Canada,Monthly,104796.11,20.88,BrightPath,"SQL, Project Management, Leadership, Creativity, Teamwork"
2099.0,Sales Executive,Seattle,seattle,2024-10-26,Japan,Annual,,85.42,Med1Care,"Machine Learning, Excel, Leadership"
1396.0,HR Manager,New York,new york,2025-05-12,Germany,Hourly,48652.93,52.31,EduCore,"Machine Learning, Communication, Python, Creativity, Leadership"
548.0,Data Analyst,Atlanta,ATLANTA,2023-12-07,Nigeria,Hourly,116770.88,,DataBridge,
365.0,Sales Executive,San Francisco,san francisco,2024-01-26,Nigeria,Annual,95209.24,,MediCare,"Machine Learning, Excel, Power BI, Project Management, Python"
3951.0,Accountant,Dallas,dallas,2024-10-26,USA,,87472.3,76.15,SmartWare,"Communication, Teamwork, SQL"
4345.0,Project Manager,San Francisco,san francisco,2025-06-19,Germany,,49026.56,30.33,NextGen Solutions,"Machine Learning, Project Management, Creativity, Leadership, Excel"
4916.0,Teacher,New York,new york,2024-09-03,UK,,87135.3,35.43,EduCore,"Creativity, Communication, Project Management, Power BI"
353.0,Data Analyst,San Francisco,san francisco,2024-07-16,UK,Annual,94844.5,44.4,FinEddge,"Project Management, Power BI"
4246.0,Nurse,Atlanta,ATLANTA,2025-05-07,India,Annual,78612.31,55.03,DataBridge,"Power BI, Creativity, Project Management, Python, SQL"
4791.0,Marketing Specialist,New York,new york,2024-01-27,India,Hourly,106326.84,30.26,EduCore,"Python, SQL, Project Management, Excel, Power BI"
4697.0,Sales Executive,New York,new york,2024-01-16,USA,Annual,92683.03,37.56,NextGen Solutions,"Teamwork, Communication, Python"
2066.0,HR Manager,Boston,boston,2024-07-10,Brazil,Hourly,69350.71,53.11,TechNova,"Machine Learning, Leadership, Teamwork"
3714.0,Software Engineer,Atlanta,atlanta,2024-07-13,USA,Hourly,85557.59,,MediCare,"SQL, Excel, Power BI, Communication, Machine Learning"
3173.0,Project Manager,Los Angeles,los angeles,2023-10-17,Japan,Annual,41615.22,76.76,SmartWare,"Machine Learning, Teamwork, Creativity, SQL, Python"
234.0,Teacher,New York,new york,2025-05-20,Germany,Annual,82901.44,91.15,SmartWare,"Communication, Power BI, Creativity, Machine Learning"
4254.0,HR Manager,Los Angeles,los angeles,2024-07-05,Canada,,75094.19,52.52,FinEdge,"SQL, Power BI, Project Management, Creativity"
147.0,Marketing Specialist,San Francisco,san francisco,2024-10-22,India,Monthly,,48.7,RetailX,"Machine Learning, Creativity"
1300.0,HR Manager,Atlanta,atlanta,2024-05-13,Japan,,81232.73,25.87,FinEdge,"Python, Excel, Teamwork"
4856.0,HR Manager,Dallas,dallas,2025-07-15,USA,,108239.17,41.86,TechNova,"Machine Learning, Excel, SQL"
4039.0,Project Manager,Houston,houston,2025-02-16,Japan,Annual,108119.89,68.85,EduCore,"Teamwork, Python, Communication"
92.0,Accountant,Boston,boston,2024-10-28,Australia,Annual,64254.31,70.48,SmartWare,"Excel, Machine Learning, Project Management, Communication, Teamwork"
4694.0,Project Manager,Atlanta,atlanta,2025-07-15,India,Monthly,96459.38,83.13,FinEdge,"Communication, Python, Leadership"
205.0,HR Manager,Houston,houston,2025-10-10,Canada,Hourly,,59.49,SmartWare,"Leadership, Teamwork, Project Management, Power BI"
4257.0,Project Manager,Seattle,seattle,2024-11-14,USA,,75763.05,91.68,NextGen Solutions,"Teamwork, Leadership"
2268.0,Nurse,San Francisco,san francisco,2024-02-02,India,,93859.08,51.18,Med1Care,"Excel, Python"
2327.0,Graphic Designer,Chicago,chicago,2024-07-21,Nigeria,Monthly,54358.73,29.47,EduCore,"Communication, Leadership, Teamwork, Project Management, Python"
2081.0,Graphic Designer,Seattle,seattle,2023-12-13,Brazil,Monthly,45966.1,24.85,TechNova,"Creativity, SQL"
3092.0,Teacher,Houston,houston,2023-10-16,Brazil,Hourly,53765.9,78.7,EduCore,"Excel, Machine Learning, Python, Teamwork, SQL"
390.0,Graphic Designer,Boston,boston,2024-03-10,UK,Monthly,115079.18,74.5,EduCore,"Leadership, Machine Learning, Teamwork"
2237.0,HR Manager,Miami,miami,2025-07-16,Canada,Annual,,,FinEdge,"Power BI, Project Management, Leadership, Python"
131.0,Nurse,Miami,miami,2024-05-19,India,,34414.7,,HealthLink,"Creativity, SQL"
2857.0,Software Engineer,New York,new york,2024-05-06,Japan,Hourly,53150.61,77.42,RetailX,"Teamwork, Creativity, Power BI, Excel"
587.0,Data Analyst,Miami,miami,2025-06-18,India,Monthly,34967.63,,MediCare,"Power BI, Excel, Leadership, Teamwork, SQL"
1919.0,Software Engineer,Boston,boston,2025-07-04,Nigeria,Monthly,,70.16,MediCare,"Creativity, Machine Learning, Communication"
2410.0,Nurse,Los Angeles,los angeles,2024-02-08,USA,Monthly,87185.83,54.7,EduCore,"Communication, Python, Power BI"
,Nurse,San Francisco,san francisco,2024-10-15,Australia,Annual,85972.71,,RetailX,"SQL, Leadership, Teamwork"
4465.0,Nurse,Boston,boston,2025-09-20,Australia,,108723.7,48.02,RetailX,
4771.0,Nurse,Chicago,chicago,2025-07-15,India,Annual,97463.21,,FinEddge,"Leadership, Python, Teamwork, Power BI, Machine Learning"
4164.0,Software Engineer,Los Angeles,los angeles,2024-12-24,UK,Hourly,,56.08,SmartWare,"Project Management, Machine Learning, Communication, Teamwork, Leadership"
