,job_id,job_title,job_title_short,job_location,search_location,job_posted_date,county,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills
2225,2226,Project Manager,Project,New York,"New York, USA",2025-08-01,Cook County,Yearly,115099.8,55.34,SoftHub,"SEO, Google Ads, Analytics"
2226,2227,Graphic Designer,Graphic,Seattle,"Seattle, USA",2025-10-01,Harris County,Hourly,78200.97,37.6,GreenWorks,"Python, SQL, Excel"
2227,2228,Data Engineer,Engineer,Houston,"Houston, USA",2024-12-27,Cook County,Hourly,139821.99,67.22,BrightPath,"Photoshop, Illustrator"
2228,2229,Marketing Specialist,Marketing,New York,"New York, USA",2025-01-11,Los Angeles County,Yearly,55205.93,26.54,SkyNet Ltd,"AutoCAD, SolidWorks"
2229,2230,Customer Support Representative,Customer,Seattle,"Seattle, USA",2025-03-22,Los Angeles County,Yearly,133611.04,64.24,BrightPath,"Accounting, QuickBooks, Excel"
2230,2231,Financial Data Analyst,Financial,New York,"New York, USA",2025-02-09,Los Angeles County,Hourly,41502.06,19.95,SoftHub,"Customer Service, Communication"
2231,2232,Customer Support Representative,Customer,Seattle,"Seattle, USA",2025-07-02,Cook County,Hourly,63684.25,30.62,BrightPath,"AutoCAD, SolidWorks"
2232,2233,Web Developer,Web,Houston,"Houston, USA",2025-04-20,Cook County,Yearly,57924.89,27.85,NextGen Corp,"SEO, Google Ads, Analytics"
2233,2234,Customer Support Representative,Customer,New York,"New York, USA",2025-09-11,King County,Yearly,130654.96,62.81,BrightPath,"Customer Service, Communication"
2234,2235,Financial Data Analyst,Financial,Chicago,"Chicago, USA",2025-06-05,Kings County,Hourly,43335.48,20.83,SkyNet Ltd,"JavaScript, React, Node.js"
2235,2236,Data Analyst,Data,Austin,"Austin, USA",2025-03-02,Harris County,Yearly,102091.78,49.08,GreenWorks,"JavaScript, React, Node.js"
2236,2237,Data Engineer,Engineer,Seattle,"Seattle, USA",2024-10-20,Harris County,Hourly,42841.55,20.6,GreenWorks,"Python, SQL, Excel"
2237,2238,Electrical Technician,Electrical,Chicago,"Chicago, USA",2025-02-22,Kings County,Hourly,93329.77,44.87,SkyNet Ltd,"Customer Service, Communication"
2238,2239,Electrical Technician,Electrical,Austin,"Austin, USA",2025-08-27,Harris County,Hourly,42192.55,20.28,SoftHub,"JavaScript, React, Node.js"
2239,2240,Data Engineer,Engineer,Los Angeles,"Los Angeles, USA",2025-03-16,Cook County,Hourly,73543.02,35.36,DataNest,"Photoshop, Illustrator"
2240,2241,Electrical Technician,Electrical,Los Angeles,"Los Angeles, USA",2025-01-16,Harris County,Yearly,127935.41,61.51,SoftHub,"Python, SQL, Excel"
2241,2242,Data Analyst,Data,San Francisco,"San Francisco, USA",2025-07-11,Kings County,Hourly,139128.64,66.89,DataNest,"SEO, Google Ads, Analytics"
2242,2243,Financial Data Analyst,Financial,San Francisco,"San Francisco, USA",2025-09-28,Cook County,Hourly,103397.66,49.71,BrightPath,"Customer Service, Communication"
2243,2244,Project Manager,Project,San Francisco,"San Francisco, USA",2025-06-18,Los Angeles County,Yearly,59427.07,28.57,Techify,"Photoshop, Illustrator"
2244,2245,Data Science,Science,Chicago,"Chicago, USA",2025-03-29,Los Angeles County,Hourly,72959.22,35.08,SoftHub,"JavaScript, React, Node.js"
2245,2246,Graphic Designer,Graphic,Houston,"Houston, USA",2024-12-14,King County,Hourly,138023.67,66.36,GreenWorks,"JavaScript, React, Node.js"
2246,2247,Web Developer,Web,Los Angeles,"Los Angeles, USA",2024-12-28,Los Angeles County,Hourly,79873.09,38.4,SoftHub,"Accounting, QuickBooks, Excel"
2247,2248,Project Manager,Project,Seattle,"Seattle, USA",2025-09-06,Los Angeles County,Hourly,113319.48,54.48,GreenWorks,"AutoCAD, SolidWorks"
2248,2249,Data Analyst,Data,Seattle,"Seattle, USA",2025-09-25,Harris County,Hourly,52922.59,25.44,SoftHub,"AutoCAD, SolidWorks"
2249,2250,Data Science,Science,Houston,"Houston, USA",2025-05-17,King County,Hourly,125472.74,60.32,GreenWorks,"Python, SQL, Excel"
2250,2251,Data Science,Science,Seattle,"Seattle, USA",2025-01-15,King County,Hourly,41490.51,19.95,NextGen Corp,"Accounting, QuickBooks, Excel"
2251,2252,Graphic Designer,Graphic,Austin,"Austin, USA",2025-02-03,Harris County,Hourly,52663.07,25.32,Techify,"Customer Service, Communication"
2252,2253,Graphic Designer,Graphic,Houston,"Houston, USA",2025-08-21,Cook County,Hourly,125753.14,60.46,NextGen Corp,"JavaScript, React, Node.js"
2253,2254,Financial Data Analyst,Financial,Houston,"Houston, USA",2024-10-17,Cook County,Yearly,140043.04,67.33,BrightPath,"Customer Service, Communication"
2254,2255,Web Developer,Web,Chicago,"Chicago, USA",2025-01-17,Cook County,Yearly,138743.66,66.7,SoftHub,"Accounting, QuickBooks, Excel"
2255,2256,Data Engineer,Engineer,Austin,"Austin, USA",2025-03-25,King County,Yearly,111533.07,53.62,SoftHub,"AutoCAD, SolidWorks"
2256,2257,Financial Data Analyst,Financial,Los Angeles,"Los Angeles, USA",2025-02-07,Cook County,Hourly,84471.03,40.61,GreenWorks,"AutoCAD, SolidWorks"
2257,2258,Project Manager,Project,Los Angeles,"Los Angeles, USA",2025-05-09,Kings County,Hourly,103683.66,49.85,SoftHub,"Python, SQL, Excel"
2258,2259,Financial Data Analyst,Financial,Seattle,"Seattle, USA",2025-01-12,Cook County,Hourly,62945.34,30.26,SoftHub,"Customer Service, Communication"
2259,2260,Project Manager,Project,San Francisco,"San Francisco, USA",2025-07-09,King County,Yearly,43305.58,20.82,Techify,"AutoCAD, SolidWorks"
2260,2261,Electrical Technician,Electrical,Chicago,"Chicago, USA",2025-03-23,King County,Yearly,69989.2,33.65,DataNest,"Photoshop, Illustrator"
2261,2262,Data Science,Science,Austin,"Austin, USA",2025-05-03,Cook County,Yearly,120612.06,57.99,GreenWorks,"Python, SQL, Excel"
2262,2263,Marketing Specialist,Marketing,Chicago,"Chicago, USA",2025-07-07,Kings County,Yearly,90746.47,43.63,DataNest,"Photoshop, Illustrator"
2263,2264,Data Engineer,Engineer,Houston,"Houston, USA",2024-10-23,Los Angeles County,Hourly,62639.71,30.12,Techify,"Python, SQL, Excel"
2264,2265,Graphic Designer,Graphic,San Francisco,"San Francisco, USA",2024-12-16,King County,Hourly,82012.72,39.43,SkyNet Ltd,"Python, SQL, Excel"
2265,2266,Financial Data Analyst,Financial,Chicago,"Chicago, USA",2025-09-22,Harris County,Yearly,123188.8,59.23,SkyNet Ltd,"JavaScript, React, Node.js"
2266,2267,Project Manager,Project,Chicago,"Chicago, USA",2024-12-04,Harris County,Hourly,120340.57,57.86,Techify,"Accounting, QuickBooks, Excel"
2267,2268,Graphic Designer,Graphic,Austin,"Austin, USA",2025-04-12,Los Angeles County,Hourly,110090.09,52.93,SoftHub,"Customer Service, Communication"
2268,2269,Graphic Designer,Graphic,Los Angeles,"Los Angeles, USA",2025-08-13,Cook County,Hourly,146722.6,70.54,DataNest,"Photoshop, Illustrator"
2269,2270,Marketing Specialist,Marketing,San Francisco,"San Francisco, USA",2025-04-09,King County,Yearly,51016.77,24.53,Techify,"Accounting, QuickBooks, Excel"
2270,2271,Marketing Specialist,Marketing,Los Angeles,"Los Angeles, USA",2025-02-04,Los Angeles County,Hourly,93402.14,44.9,BrightPath,"JavaScript, React, Node.js"
2271,2272,Electrical Technician,Electrical,Chicago,"Chicago, USA",2025-01-09,Harris County,Yearly,58497.91,28.12,Techify,"Accounting, QuickBooks, Excel"
2272,2273,Electrical Technician,Electrical,Austin,"Austin, USA",2025-05-10,Cook County,Yearly,66936.2,32.18,Techify,"AutoCAD, SolidWorks"
2273,2274,Data Engineer,Engineer,New York,"New York, USA",2025-04-06,Cook County,Yearly,61360.88,29.5,SoftHub,"Photoshop, Illustrator"
2274,2275,Graphic Designer,Graphic,New York,"New York, USA",2025-03-24,Kings County,Yearly,82217.46,39.53,GreenWorks,"Accounting, QuickBooks, Excel"
2275,2276,Graphic Designer,Graphic,New York,"New York, USA",2025-04-13,Los Angeles County,Hourly,107918.41,51.88,SkyNet Ltd,"Python, SQL, Excel"
2276,2277,Marketing Specialist,Marketing,New York,"New York, USA",2025-05-16,Cook County,Yearly,41807.2,20.1,BrightPath,"SEO, Google Ads, Analytics"
2277,2278,Data Engineer,Engineer,San Francisco,"San Francisco, USA",2025-05-20,Kings County,Yearly,65207.25,31.35,Techify,"Accounting, QuickBooks, Excel"
2278,2279,Project Manager,Project,Chicago,"Chicago, USA",2025-05-14,Cook County,Hourly,43109.87,20.73,SoftHub,"Python, SQL, Excel"
2279,2280,Web Developer,Web,Houston,"Houston, USA",2025-09-10,Kings County,Yearly,51162.93,24.6,SkyNet Ltd,"SEO, Google Ads, Analytics"
2280,2281,Project Manager,Project,New York,"New York, USA",2025-03-05,Kings County,Hourly,106502.58,51.2,GreenWorks,"AutoCAD, SolidWorks"
2281,2282,Electrical Technician,Electrical,San Francisco,"San Francisco, USA",2025-01-29,King County,Yearly,110735.98,53.24,DataNest,"Photoshop, Illustrator"
2282,2283,Marketing Specialist,Marketing,Seattle,"Seattle, USA",2024-11-03,Cook County,Hourly,64543.86,31.03,SkyNet Ltd,"SEO, Google Ads, Analytics"
2283,2284,Data Science,Science,Seattle,"Seattle, USA",2024-11-03,Cook County,Yearly,117253.18,56.37,Techify,"Photoshop, Illustrator"
2284,2285,Customer Support Representative,Customer,San Francisco,"San Francisco, USA",2024-11-26,Harris County,Hourly,86187.73,41.44,GreenWorks,"AutoCAD, SolidWorks"
2285,2286,Data Analyst,Data,San Francisco,"San Francisco, USA",2025-10-10,King County,Yearly,116082.45,55.81,Techify,"AutoCAD, SolidWorks"
2286,2287,Electrical Technician,Electrical,San Francisco,"San Francisco, USA",2025-06-06,Los Angeles County,Yearly,127593.07,61.34,DataNest,"Python, SQL, Excel"
2287,2288,Financial Data Analyst,Financial,New York,"New York, USA",2024-11-15,Los Angeles County,Yearly,84241.93,40.5,DataNest,"AutoCAD, SolidWorks"
2288,2289,Financial Data Analyst,Financial,Chicago,"Chicago, USA",2025-05-08,Los Angeles County,Yearly,149186.18,71.72,GreenWorks,"JavaScript, React, Node.js"
2289,2290,Data Analyst,Data,Austin,"Austin, USA",2025-09-16,Cook County,Yearly,109860.71,52.82,Techify,"JavaScript, React, Node.js"
2290,2291,Data Science,Science,Houston,"Houston, USA",2025-01-05,Los Angeles County,Yearly,108576.25,52.2,DataNest,"Photoshop, Illustrator"
2291,2292,Data Engineer,Engineer,Houston,"Houston, USA",2025-01-16,Kings County,Yearly,95296.52,45.82,GreenWorks,"SEO, Google Ads, Analytics"
2292,2293,Project Manager,Project,San Francisco,"San Francisco, USA",2025-09-29,King County,Yearly,90043.02,43.29,BrightPath,"Python, SQL, Excel"
2293,2294,Data Engineer,Engineer,Seattle,"Seattle, USA",2024-10-26,Los Angeles County,Hourly,69403.49,33.37,GreenWorks,"AutoCAD, SolidWorks"
2294,2295,Financial Data Analyst,Financial,San Francisco,"San Francisco, USA",2025-06-28,Harris County,Yearly,63164.81,30.37,SkyNet Ltd,"AutoCAD, SolidWorks"
2295,2296,Marketing Specialist,Marketing,Los Angeles,"Los Angeles, USA",2025-03-16,Harris County,Hourly,130477.56,62.73,NextGen Corp,"SEO, Google Ads, Analytics"
2296,2297,Graphic Designer,Graphic,San Francisco,"San Francisco, USA",2025-03-10,Los Angeles County,Hourly,44713.16,21.5,Techify,"Customer Service, Communication"
2297,2298,Financial Data Analyst,Financial,San Francisco,"San Francisco, USA",2025-09-06,Los Angeles County,Hourly,144250.93,69.35,SkyNet Ltd,"JavaScript, React, Node.js"
2298,2299,Project Manager,Project,Los Angeles,"Los Angeles, USA",2025-04-17,Harris County,Hourly,122238.29,58.77,DataNest,"Accounting, QuickBooks, Excel"
2299,2300,Graphic Designer,Graphic,Houston,"Houston, USA",2025-02-10,Harris County,Hourly,79038.49,38.0,BrightPath,"Photoshop, Illustrator"
2300,2301,Financial Data Analyst,Financial,Houston,"Houston, USA",2024-10-24,Kings County,Hourly,54194.27,26.05,SkyNet Ltd,"Python, SQL, Excel"
2301,2302,Customer Support Representative,Customer,Austin,"Austin, USA",2025-06-21,Kings County,Hourly,93638.72,45.02,GreenWorks,"Python, SQL, Excel"
2302,2303,Web Developer,Web,Chicago,"Chicago, USA",2024-10-29,Cook County,Yearly,141895.26,68.22,BrightPath,"Python, SQL, Excel"
2303,2304,Data Science,Science,Seattle,"Seattle, USA",2025-10-04,Harris County,Hourly,129468.83,62.24,NextGen Corp,"Customer Service, Communication"
2304,2305,Data Science,Science,Houston,"Houston, USA",2024-12-24,Cook County,Hourly,123625.88,59.44,DataNest,"AutoCAD, SolidWorks"
2305,2306,Electrical Technician,Electrical,Chicago,"Chicago, USA",2024-11-28,Harris County,Yearly,88747.77,42.67,NextGen Corp,"Customer Service, Communication"
2306,2307,Data Engineer,Engineer,New York,"New York, USA",2025-05-10,Cook County,Yearly,147832.16,71.07,NextGen Corp,"Accounting, QuickBooks, Excel"
2307,2308,Data Analyst,Data,Chicago,"Chicago, USA",2025-06-04,Los Angeles County,Hourly,72906.71,35.05,BrightPath,"Photoshop, Illustrator"
2308,2309,Data Science,Science,San Francisco,"San Francisco, USA",2025-06-02,Los Angeles County,Hourly,121970.22,58.64,Techify,"Python, SQL, Excel"
2309,2310,Data Science,Science,San Francisco,"San Francisco, USA",2024-11-10,Kings County,Hourly,67326.28,32.37,Techify,"SEO, Google Ads, Analytics"
2310,2311,Web Developer,Web,San Francisco,"San Francisco, USA",2025-03-02,Cook County,Yearly,41753.99,20.07,GreenWorks,"Photoshop, Illustrator"
2311,2312,Customer Support Representative,Customer,Chicago,"Chicago, USA",2025-01-18,Harris County,Yearly,75480.97,36.29,SkyNet Ltd,"Customer Service, Communication"
2312,2313,Data Engineer,Engineer,New York,"New York, USA",2025-05-13,Los Angeles County,Hourly,116790.53,56.15,SkyNet Ltd,"Photoshop, Illustrator"
2313,2314,Web Developer,Web,Austin,"Austin, USA",2025-03-10,Cook County,Hourly,126324.04,60.73,DataNest,"Accounting, QuickBooks, Excel"
2314,2315,Financial Data Analyst,Financial,Chicago,"Chicago, USA",2025-02-26,Cook County,Yearly,109554.72,52.67,NextGen Corp,"JavaScript, React, Node.js"
2315,2316,Customer Support Representative,Customer,Chicago,"Chicago, USA",2024-11-13,Cook County,Hourly,145413.46,69.91,BrightPath,"AutoCAD, SolidWorks"
2316,2317,Data Science,Science,Chicago,"Chicago, USA",2025-02-15,Cook County,Hourly,133115.38,64.0,SkyNet Ltd,"Customer Service, Communication"
2317,2318,Marketing Specialist,Marketing,Los Angeles,"Los Angeles, USA",2024-10-28,Los Angeles County,Yearly,113747.87,54.69,Techify,"JavaScript, React, Node.js"
2318,2319,Marketing Specialist,Marketing,Austin,"Austin, USA",2024-12-23,King County,Yearly,82044.93,39.44,Techify,"Python, SQL, Excel"
2319,2320,Electrical Technician,Electrical,Chicago,"Chicago, USA",2024-12-05,Kings County,Hourly,115496.25,55.53,SkyNet Ltd,"Python, SQL, Excel"
2320,2321,Customer Support Representative,Customer,San Francisco,"San Francisco, USA",2025-07-02,Los Angeles County,Hourly,79539.62,38.24,DataNest,"AutoCAD, SolidWorks"
2321,2322,Project Manager,Project,San Francisco,"San Francisco, USA",2025-01-01,Los Angeles County,Hourly,124272.91,59.75,Techify,"Accounting, QuickBooks, Excel"
2322,2323,Financial Data Analyst,Financial,New York,"New York, USA",2025-01-22,Harris County,Yearly,52846.22,25.41,GreenWorks,"Python, SQL, Excel"
2323,2324,Customer Support Representative,Customer,Austin,"Austin, USA",2025-09-15,King County,Hourly,46425.83,22.32,BrightPath,"Python, SQL, Excel"
2324,2325,Project Manager,Project,San Francisco,"San Francisco, USA",2025-05-08,Los Angeles County,Yearly,49896.71,23.99,BrightPath,"JavaScript, React, Node.js"
2325,2326,Customer Support Representative,Customer,Austin,"Austin, USA",2024-12-08,Los Angeles County,Yearly,132983.89,63.93,DataNest,"SEO, Google Ads, Analytics"
2326,2327,Financial Data Analyst,Financial,San Francisco,"San Francisco, USA",2024-11-19,Los Angeles County,Hourly,90114.76,43.32,GreenWorks,"Photoshop, Illustrator"
2327,2328,Graphic Designer,Graphic,Chicago,"Chicago, USA",2024-12-02,King County,Hourly,80267.46,38.59,GreenWorks,"Python, SQL, Excel"
2328,2329,Data Science,Science,Austin,"Austin, USA",2025-05-27,Cook County,Hourly,99418.09,47.8,BrightPath,"Photoshop, Illustrator"
2329,2330,Marketing Specialist,Marketing,Austin,"Austin, USA",2025-04-12,Harris County,Yearly,88521.01,42.56,GreenWorks,"SEO, Google Ads, Analytics"
2330,2331,Project Manager,Project,Houston,"Houston, USA",2025-01-30,Los Angeles County,Hourly,109058.44,52.43,NextGen Corp,"JavaScript, React, Node.js"
2331,2332,Customer Support Representative,Customer,New York,"New York, USA",2025-10-06,Kings County,Hourly,131983.15,63.45,BrightPath,"Photoshop, Illustrator"
2332,2333,Data Science,Science,Los Angeles,"Los Angeles, USA",2025-04-20,Cook County,Yearly,63061.06,30.32,BrightPath,"SEO, Google Ads, Analytics"
2333,2334,Web Developer,Web,Houston,"Houston, USA",2025-03-31,Harris County,Hourly,43187.39,20.76,SkyNet Ltd,"JavaScript, React, Node.js"
2334,2335,Financial Data Analyst,Financial,Seattle,"Seattle, USA",2025-02-11,King County,Hourly,69442.22,33.39,GreenWorks,"Customer Service, Communication"
2335,2336,Financial Data Analyst,Financial,New York,"New York, USA",2025-02-14,Harris County,Hourly,91903.83,44.18,BrightPath,"Customer Service, Communication"
2336,2337,Data Engineer,Engineer,Austin,"Austin, USA",2024-12-13,Los Angeles County,Hourly,86839.06,41.75,GreenWorks,"SEO, Google Ads, Analytics"
2337,2338,Project Manager,Project,Austin,"Austin, USA",2025-02-18,Los Angeles County,Hourly,53575.24,25.76,GreenWorks,"Python, SQL, Excel"
2338,2339,Financial Data Analyst,Financial,Los Angeles,"Los Angeles, USA",2025-08-30,Kings County,Yearly,49413.37,23.76,GreenWorks,"Accounting, QuickBooks, Excel"
2339,2340,Data Science,Science,Seattle,"Seattle, USA",2025-03-19,Cook County,Yearly,100615.56,48.37,GreenWorks,"AutoCAD, SolidWorks"
2340,2341,Data Analyst,Data,Los Angeles,"Los Angeles, USA",2025-01-01,Los Angeles County,Hourly,88537.44,42.57,DataNest,"Accounting, QuickBooks, Excel"
2341,2342,Electrical Technician,Electrical,Houston,"Houston, USA",2025-03-08,Harris County,Yearly,65652.78,31.56,Techify,"Customer Service, Communication"
2342,2343,Data Analyst,Data,Seattle,"Seattle, USA",2024-10-27,Los Angeles County,Yearly,93140.67,44.78,BrightPath,"Accounting, QuickBooks, Excel"
2343,2344,Graphic Designer,Graphic,Seattle,"Seattle, USA",2025-04-24,Kings County,Yearly,109479.22,52.63,DataNest,"Python, SQL, Excel"
2344,2345,Electrical Technician,Electrical,Seattle,"Seattle, USA",2025-02-05,King County,Hourly,56502.52,27.16,Techify,"SEO, Google Ads, Analytics"
2345,2346,Electrical Technician,Electrical,San Francisco,"San Francisco, USA",2025-03-07,Kings County,Hourly,128933.62,61.99,SoftHub,"JavaScript, React, Node.js"
2346,2347,Data Engineer,Engineer,Los Angeles,"Los Angeles, USA",2025-04-08,Kings County,Yearly,75566.88,36.33,Techify,"Accounting, QuickBooks, Excel"
2347,2348,Data Science,Science,Chicago,"Chicago, USA",2025-01-18,Cook County,Hourly,95977.42,46.14,Techify,"Python, SQL, Excel"
2348,2349,Data Analyst,Data,San Francisco,"San Francisco, USA",2025-05-28,Los Angeles County,Hourly,132646.83,63.77,DataNest,"Photoshop, Illustrator"
2349,2350,Data Analyst,Data,San Francisco,"San Francisco, USA",2024-12-08,Kings County,Hourly,89020.23,42.8,NextGen Corp,"Python, SQL, Excel"
2350,2351,Marketing Specialist,Marketing,Austin,"Austin, USA",2025-04-25,Kings County,Hourly,88294.34,42.45,GreenWorks,"AutoCAD, SolidWorks"
2351,2352,Electrical Technician,Electrical,Seattle,"Seattle, USA",2025-02-12,Kings County,Hourly,137282.4,66.0,SoftHub,"AutoCAD, SolidWorks"
2352,2353,Customer Support Representative,Customer,New York,"New York, USA",2025-08-06,Cook County,Yearly,87733.06,42.18,NextGen Corp,"Photoshop, Illustrator"
2353,2354,Project Manager,Project,New York,"New York, USA",2025-01-05,Kings County,Hourly,146518.6,70.44,SkyNet Ltd,"JavaScript, React, Node.js"
2354,2355,Customer Support Representative,Customer,San Francisco,"San Francisco, USA",2025-01-07,King County,Hourly,137143.46,65.93,DataNest,"Photoshop, Illustrator"
2355,2356,Web Developer,Web,Austin,"Austin, USA",2025-04-18,King County,Yearly,88617.14,42.6,NextGen Corp,"Photoshop, Illustrator"
2356,2357,Graphic Designer,Graphic,Houston,"Houston, USA",2025-01-07,Kings County,Yearly,138010.5,66.35,SkyNet Ltd,"Accounting, QuickBooks, Excel"
2357,2358,Graphic Designer,Graphic,Los Angeles,"Los Angeles, USA",2025-02-07,Kings County,Yearly,134917.57,64.86,Techify,"JavaScript, React, Node.js"
2358,2359,Project Manager,Project,Chicago,"Chicago, USA",2025-08-01,Kings County,Hourly,42780.04,20.57,BrightPath,"SEO, Google Ads, Analytics"
2359,2360,Financial Data Analyst,Financial,Los Angeles,"Los Angeles, USA",2025-08-11,Cook County,Hourly,100217.48,48.18,SkyNet Ltd,"SEO, Google Ads, Analytics"
2360,2361,Customer Support Representative,Customer,Seattle,"Seattle, USA",2025-04-24,Kings County,Yearly,45440.69,21.85,SkyNet Ltd,"Accounting, QuickBooks, Excel"
2361,2362,Electrical Technician,Electrical,Los Angeles,"Los Angeles, USA",2024-10-23,Harris County,Yearly,93483.3,44.94,SkyNet Ltd,"JavaScript, React, Node.js"
2362,2363,Financial Data Analyst,Financial,New York,"New York, USA",2024-11-24,Kings County,Yearly,137926.07,66.31,Techify,"Customer Service, Communication"
2363,2364,Graphic Designer,Graphic,New York,"New York, USA",2025-03-10,Los Angeles County,Yearly,40351.1,19.4,GreenWorks,"JavaScript, React, Node.js"
2364,2365,Data Engineer,Engineer,Houston,"Houston, USA",2025-01-29,Harris County,Yearly,48001.47,23.08,SkyNet Ltd,"AutoCAD, SolidWorks"
2365,2366,Project Manager,Project,Chicago,"Chicago, USA",2025-09-22,Los Angeles County,Hourly,55460.1,26.66,Techify,"Python, SQL, Excel"
2366,2367,Marketing Specialist,Marketing,Houston,"Houston, USA",2025-06-15,Harris County,Yearly,109514.64,52.65,SoftHub,"Photoshop, Illustrator"
2367,2368,Data Engineer,Engineer,Houston,"Houston, USA",2025-08-10,Los Angeles County,Hourly,115512.48,55.53,NextGen Corp,"Accounting, QuickBooks, Excel"
2368,2369,Web Developer,Web,San Francisco,"San Francisco, USA",2025-03-18,Kings County,Hourly,103397.29,49.71,Techify,"Photoshop, Illustrator"
2369,2370,Electrical Technician,Electrical,Austin,"Austin, USA",2025-04-15,Los Angeles County,Yearly,109679.82,52.73,SoftHub,"Python, SQL, Excel"
2370,2371,Customer Support Representative,Customer,Seattle,"Seattle, USA",2025-01-16,Cook County,Hourly,113310.25,54.48,DataNest,"SEO, Google Ads, Analytics"
2371,2372,Project Manager,Project,Austin,"Austin, USA",2025-05-19,Los Angeles County,Hourly,70879.38,34.08,NextGen Corp,"AutoCAD, SolidWorks"
2372,2373,Project Manager,Project,Seattle,"Seattle, USA",2024-11-18,Los Angeles County,Yearly,126239.3,60.69,DataNest,"Photoshop, Illustrator"
2373,2374,Marketing Specialist,Marketing,Austin,"Austin, USA",2025-03-13,Harris County,Yearly,90462.58,43.49,BrightPath,"Customer Service, Communication"
2374,2375,Electrical Technician,Electrical,Seattle,"Seattle, USA",2025-02-02,Los Angeles County,Yearly,66149.25,31.8,BrightPath,"Photoshop, Illustrator"
2375,2376,Data Science,Science,San Francisco,"San Francisco, USA",2025-05-12,King County,Yearly,123358.26,59.31,GreenWorks,"Accounting, QuickBooks, Excel"
2376,2377,Graphic Designer,Graphic,Houston,"Houston, USA",2025-08-31,Kings County,Hourly,130595.6,62.79,SoftHub,"JavaScript, React, Node.js"
2377,2378,Customer Support Representative,Customer,Los Angeles,"Los Angeles, USA",2025-06-06,Harris County,Yearly,67847.36,32.62,SkyNet Ltd,"Accounting, QuickBooks, Excel"
2378,2379,Graphic Designer,Graphic,Seattle,"Seattle, USA",2024-10-21,Kings County,Yearly,109864.89,52.82,DataNest,"JavaScript, React, Node.js"
2379,2380,Electrical Technician,Electrical,Austin,"Austin, USA",2025-06-08,King County,Hourly,69145.85,33.24,SkyNet Ltd,"SEO, Google Ads, Analytics"
2380,2381,Customer Support Representative,Customer,Austin,"Austin, USA",2024-12-22,Los Angeles County,Hourly,139914.97,67.27,GreenWorks,"Python, SQL, Excel"
2381,2382,Web Developer,Web,Houston,"Houston, USA",2025-07-12,Los Angeles County,Yearly,110036.94,52.9,SkyNet Ltd,"Python, SQL, Excel"
2382,2383,Web Developer,Web,Houston,"Houston, USA",2025-01-07,Los Angeles County,Yearly,122604.34,58.94,NextGen Corp,"Customer Service, Communication"
2383,2384,Financial Data Analyst,Financial,Los Angeles,"Los Angeles, USA",2025-08-21,Kings County,Hourly,99532.76,47.85,NextGen Corp,"AutoCAD, SolidWorks"
2384,2385,Project Manager,Project,Houston,"Houston, USA",2025-08-10,Kings County,Yearly,78427.33,37.71,NextGen Corp,"SEO, Google Ads, Analytics"
2385,2386,Electrical Technician,Electrical,Seattle,"Seattle, USA",2024-11-07,King County,Yearly,135567.45,65.18,SoftHub,"Photoshop, Illustrator"
2386,2387,Electrical Technician,Electrical,Los Angeles,"Los Angeles, USA",2024-12-11,Cook County,Hourly,118145.06,56.8,Techify,"JavaScript, React, Node.js"
2387,2388,Project Manager,Project,New York,"New York, USA",2025-06-22,Cook County,Hourly,85811.37,41.26,GreenWorks,"AutoCAD, SolidWorks"
2388,2389,Data Engineer,Engineer,Austin,"Austin, USA",2024-12-27,King County,Hourly,52495.34,25.24,NextGen Corp,"Customer Service, Communication"
2389,2390,Data Engineer,Engineer,San Francisco,"San Francisco, USA",2025-07-30,Harris County,Hourly,77223.56,37.13,BrightPath,"AutoCAD, SolidWorks"
2390,2391,Data Analyst,Data,Houston,"Houston, USA",2025-04-18,Harris County,Hourly,112052.92,53.87,GreenWorks,"Python, SQL, Excel"
2391,2392,Customer Support Representative,Customer,Seattle,"Seattle, USA",2024-10-22,Los Angeles County,Yearly,149860.65,72.05,SoftHub,"JavaScript, React, Node.js"
2392,2393,Marketing Specialist,Marketing,Seattle,"Seattle, USA",2025-08-06,Cook County,Yearly,77007.69,37.02,SkyNet Ltd,"JavaScript, React, Node.js"
2393,2394,Customer Support Representative,Customer,Houston,"Houston, USA",2024-10-22,Cook County,Hourly,59054.53,28.39,DataNest,"AutoCAD, SolidWorks"
2394,2395,Financial Data Analyst,Financial,New York,"New York, USA",2025-01-18,Kings County,Hourly,92689.18,44.56,SkyNet Ltd,"Photoshop, Illustrator"
2395,2396,Customer Support Representative,Customer,New York,"New York, USA",2025-03-05,King County,Yearly,55368.24,26.62,SoftHub,"AutoCAD, SolidWorks"
2396,2397,Data Analyst,Data,Austin,"Austin, USA",2025-09-25,King County,Yearly,59652.02,28.68,Techify,"Customer Service, Communication"
2397,2398,Financial Data Analyst,Financial,Austin,"Austin, USA",2025-04-04,Harris County,Yearly,128639.78,61.85,SoftHub,"Accounting, QuickBooks, Excel"
2398,2399,Marketing Specialist,Marketing,Los Angeles,"Los Angeles, USA",2025-06-27,King County,Hourly,148873.78,71.57,Techify,"AutoCAD, SolidWorks"
2399,2400,Graphic Designer,Graphic,Los Angeles,"Los Angeles, USA",2025-08-05,Harris County,Yearly,93590.4,45.0,GreenWorks,"Accounting, QuickBooks, Excel"
