job_id,job_title,job_title_short,job_location,search_location,job_posted_date,county,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills
2351,Marketing Specialist,Marketing,Austin,"Austin, USA",2025-04-25,Kings County,Hourly,88294.34,42.45,GreenWorks,"AutoCAD, SolidWorks"
2352,Electrical Technician,Electrical,Seattle,"Seattle, USA",2025-02-12,Kings County,Hourly,137282.4,66.0,SoftHub,"AutoCAD, SolidWorks"
2353,Customer Support Representative,Customer,New York,"New York, USA",2025-08-06,Cook County,Yearly,87733.06,42.18,NextGen Corp,"Photoshop, Illustrator"
2354,Project Manager,Project,New York,"New York, USA",2025-01-05,Kings County,Hourly,146518.6,70.44,SkyNet Ltd,"JavaScript, React, Node.js"
2355,Customer Support Representative,Customer,San Francisco,"San Francisco, USA",2025-01-07,King County,Hourly,137143.46,65.93,DataNest,"Photoshop, Illustrator"
2356,Web Developer,Web,Austin,"Austin, USA",2025-04-18,King County,Yearly,88617.14,42.6,NextGen Corp,"Photoshop, Illustrator"
2357,Graphic Designer,Graphic,Houston,"Houston, USA",2025-01-07,Kings County,Yearly,138010.5,66.35,SkyNet Ltd,"Accounting, QuickBooks, Excel"
2358,Graphic Designer,Graphic,Los Angeles,"Los Angeles, USA",2025-02-07,Kings County,Yearly,134917.57,64.86,Techify,"JavaScript, React, Node.js"
2359,Project Manager,Project,Chicago,"Chicago, USA",2025-08-01,Kings County,Hourly,42780.04,20.57,BrightPath,"SEO, Google Ads, Analytics"
2360,Financial Analyst,Financial,Los Angeles,"Los Angeles, USA",2025-08-11,Cook County,Hourly,100217.48,48.18,SkyNet Ltd,"SEO, Google Ads, Analytics"
2361,Customer Support Representative,Customer,Seattle,"Seattle, USA",2025-04-24,Kings County,Yearly,45440.69,21.85,SkyNet Ltd,"Accounting, QuickBooks, Excel"
2362,Electrical Technician,Electrical,Los Angeles,"Los Angeles, USA",2024-10-23,Harris County,Yearly,93483.3,44.94,SkyNet Ltd,"JavaScript, React, Node.js"
2363,Financial Analyst,Financial,New York,"New York, USA",2024-11-24,Kings County,Yearly,137926.07,66.31,Techify,"Customer Service, Communication"
2364,Graphic Designer,Graphic,New York,"New York, USA",2025-03-10,Los Angeles County,Yearly,40351.1,19.4,GreenWorks,"JavaScript, React, Node.js"
2365,Software Engineer,Software,Houston,"Houston, USA",2025-01-29,Harris County,Yearly,48001.47,23.08,SkyNet Ltd,"AutoCAD, SolidWorks"
2366,Project Manager,Project,Chicago,"Chicago, USA",2025-09-22,Los Angeles County,Hourly,55460.1,26.66,Techify,"Python, SQL, Excel"
2367,Marketing Specialist,Marketing,Houston,"Houston, USA",2025-06-15,Harris County,Yearly,109514.64,52.65,SoftHub,"Photoshop, Illustrator"
2368,Software Engineer,Software,Houston,"Houston, USA",2025-08-10,Los Angeles County,Hourly,115512.48,55.53,NextGen Corp,"Accounting, QuickBooks, Excel"
2369,Web Developer,Web,San Francisco,"San Francisco, USA",2025-03-18,Kings County,Hourly,103397.29,49.71,Techify,"Photoshop, Illustrator"
2370,Electrical Technician,Electrical,Austin,"Austin, USA",2025-04-15,Los Angeles County,Yearly,109679.82,52.73,SoftHub,"Python, SQL, Excel"
2371,Customer Support Representative,Customer,Seattle,"Seattle, USA",2025-01-16,Cook County,Hourly,113310.25,54.48,DataNest,"SEO, Google Ads, Analytics"
2372,Project Manager,Project,Austin,"Austin, USA",2025-05-19,Los Angeles County,Hourly,70879.38,34.08,NextGen Corp,"AutoCAD, SolidWorks"
2373,Project Manager,Project,Seattle,"Seattle, USA",2024-11-18,Los Angeles County,Yearly,126239.3,60.69,DataNest,"Photoshop, Illustrator"
2374,Marketing Specialist,Marketing,Austin,"Austin, USA",2025-03-13,Harris County,Yearly,90462.58,43.49,BrightPath,"Customer Service, Communication"
2375,Electrical Technician,Electrical,Seattle,"Seattle, USA",2025-02-02,Los Angeles County,Yearly,66149.25,31.8,BrightPath,"Photoshop, Illustrator"
2376,Mechanical Engineer,Mechanical,San Francisco,"San Francisco, USA",2025-05-12,King County,Yearly,123358.26,59.31,GreenWorks,"Accounting, QuickBooks, Excel"
2377,Graphic Designer,Graphic,Houston,"Houston, USA",2025-08-31,Kings County,Hourly,130595.6,62.79,SoftHub,"JavaScript, React, Node.js"
2378,Customer Support Representative,Customer,Los Angeles,"Los Angeles, USA",2025-06-06,Harris County,Yearly,67847.36,32.62,SkyNet Ltd,"Accounting, QuickBooks, Excel"
2379,Graphic Designer,Graphic,Seattle,"Seattle, USA",2024-10-21,Kings County,Yearly,109864.89,52.82,DataNest,"JavaScript, React, Node.js"
2380,Electrical Technician,Electrical,Austin,"Austin, USA",2025-06-08,King County,Hourly,69145.85,33.24,SkyNet Ltd,"SEO, Google Ads, Analytics"
2381,Customer Support Representative,Customer,Austin,"Austin, USA",2024-12-22,Los Angeles County,Hourly,139914.97,67.27,GreenWorks,"Python, SQL, Excel"
2382,Web Developer,Web,Houston,"Houston, USA",2025-07-12,Los Angeles County,Yearly,110036.94,52.9,SkyNet Ltd,"Python, SQL, Excel"
2383,Web Developer,Web,Houston,"Houston, USA",2025-01-07,Los Angeles County,Yearly,122604.34,58.94,NextGen Corp,"Customer Service, Communication"
2384,Financial Analyst,Financial,Los Angeles,"Los Angeles, USA",2025-08-21,Kings County,Hourly,99532.76,47.85,NextGen Corp,"AutoCAD, SolidWorks"
2385,Project Manager,Project,Houston,"Houston, USA",2025-08-10,Kings County,Yearly,78427.33,37.71,NextGen Corp,"SEO, Google Ads, Analytics"
2386,Electrical Technician,Electrical,Seattle,"Seattle, USA",2024-11-07,King County,Yearly,135567.45,65.18,SoftHub,"Photoshop, Illustrator"
2387,Electrical Technician,Electrical,Los Angeles,"Los Angeles, USA",2024-12-11,Cook County,Hourly,118145.06,56.8,Techify,"JavaScript, React, Node.js"
2388,Project Manager,Project,New York,"New York, USA",2025-06-22,Cook County,Hourly,85811.37,41.26,GreenWorks,"AutoCAD, SolidWorks"
2389,Software Engineer,Software,Austin,"Austin, USA",2024-12-27,King County,Hourly,52495.34,25.24,NextGen Corp,"Customer Service, Communication"
2390,Software Engineer,Software,San Francisco,"San Francisco, USA",2025-07-30,Harris County,Hourly,77223.56,37.13,BrightPath,"AutoCAD, SolidWorks"
2391,Data Analyst,Data,Houston,"Houston, USA",2025-04-18,Harris County,Hourly,112052.92,53.87,GreenWorks,"Python, SQL, Excel"
2392,Customer Support Representative,Customer,Seattle,"Seattle, USA",2024-10-22,Los Angeles County,Yearly,149860.65,72.05,SoftHub,"JavaScript, React, Node.js"
2393,Marketing Specialist,Marketing,Seattle,"Seattle, USA",2025-08-06,Cook County,Yearly,77007.69,37.02,SkyNet Ltd,"JavaScript, React, Node.js"
2394,Customer Support Representative,Customer,Houston,"Houston, USA",2024-10-22,Cook County,Hourly,59054.53,28.39,DataNest,"AutoCAD, SolidWorks"
2395,Financial Analyst,Financial,New York,"New York, USA",2025-01-18,Kings County,Hourly,92689.18,44.56,SkyNet Ltd,"Photoshop, Illustrator"
2396,Customer Support Representative,Customer,New York,"New York, USA",2025-03-05,King County,Yearly,55368.24,26.62,SoftHub,"AutoCAD, SolidWorks"
2397,Data Analyst,Data,Austin,"Austin, USA",2025-09-25,King County,Yearly,59652.02,28.68,Techify,"Customer Service, Communication"
2398,Financial Analyst,Financial,Austin,"Austin, USA",2025-04-04,Harris County,Yearly,128639.78,61.85,SoftHub,"Accounting, QuickBooks, Excel"
2399,Marketing Specialist,Marketing,Los Angeles,"Los Angeles, USA",2025-06-27,King County,Hourly,148873.78,71.57,Techify,"AutoCAD, SolidWorks"
2400,Graphic Designer,Graphic,Los Angeles,"Los Angeles, USA",2025-08-05,Harris County,Yearly,93590.4,45.0,GreenWorks,"Accounting, QuickBooks, Excel"
2401,Graphic Designer,Graphic,Los Angeles,"Los Angeles, USA",2024-10-18,Kings County,Hourly,145154.04,69.79,Techify,"JavaScript, React, Node.js"
2402,Electrical Technician,Electrical,New York,"New York, USA",2025-01-09,Cook County,Hourly,59599.49,28.65,BrightPath,"Customer Service, Communication"
2403,Marketing Specialist,Marketing,Chicago,"Chicago, USA",2025-06-01,Kings County,Hourly,77407.98,37.22,SoftHub,"Customer Service, Communication"
2404,Marketing Specialist,Marketing,San Francisco,"San Francisco, USA",2025-03-11,Los Angeles County,Yearly,92288.84,44.37,NextGen Corp,"Customer Service, Communication"
2405,Software Engineer,Software,Seattle,"Seattle, USA",2025-05-06,Harris County,Hourly,66735.25,32.08,BrightPath,"Python, SQL, Excel"
2406,Customer Support Representative,Customer,San Francisco,"San Francisco, USA",2024-11-17,King County,Yearly,72600.71,34.9,BrightPath,"AutoCAD, SolidWorks"
2407,Project Manager,Project,Houston,"Houston, USA",2025-06-26,Cook County,Yearly,89890.54,43.22,Techify,"Accounting, QuickBooks, Excel"
2408,Marketing Specialist,Marketing,Seattle,"Seattle, USA",2025-10-05,Los Angeles County,Yearly,85946.43,41.32,NextGen Corp,"Accounting, QuickBooks, Excel"
2409,Software Engineer,Software,San Francisco,"San Francisco, USA",2025-04-25,Cook County,Yearly,60580.72,29.13,DataNest,"Python, SQL, Excel"
2410,Data Analyst,Data,Seattle,"Seattle, USA",2025-04-29,King County,Hourly,118343.77,56.9,BrightPath,"Customer Service, Communication"
2411,Data Analyst,Data,New York,"New York, USA",2025-07-22,Harris County,Hourly,148693.98,71.49,DataNest,"AutoCAD, SolidWorks"
2412,Marketing Specialist,Marketing,Austin,"Austin, USA",2025-06-12,Cook County,Yearly,137266.5,65.99,NextGen Corp,"AutoCAD, SolidWorks"
2413,Project Manager,Project,San Francisco,"San Francisco, USA",2024-11-01,Los Angeles County,Hourly,96052.57,46.18,DataNest,"JavaScript, React, Node.js"
2414,Customer Support Representative,Customer,Seattle,"Seattle, USA",2024-12-26,Cook County,Hourly,41266.04,19.84,Techify,"Customer Service, Communication"
2415,Web Developer,Web,Los Angeles,"Los Angeles, USA",2025-01-11,Harris County,Yearly,54534.02,26.22,SkyNet Ltd,"Customer Service, Communication"
2416,Project Manager,Project,Houston,"Houston, USA",2025-06-05,Cook County,Hourly,56384.27,27.11,DataNest,"Customer Service, Communication"
2417,Marketing Specialist,Marketing,New York,"New York, USA",2025-09-22,Cook County,Yearly,148681.96,71.48,SoftHub,"SEO, Google Ads, Analytics"
2418,Mechanical Engineer,Mechanical,Houston,"Houston, USA",2025-07-16,King County,Yearly,100689.56,48.41,SkyNet Ltd,"Python, SQL, Excel"
2419,Customer Support Representative,Customer,Chicago,"Chicago, USA",2024-12-21,Kings County,Hourly,123372.23,59.31,NextGen Corp,"SEO, Google Ads, Analytics"
2420,Customer Support Representative,Customer,Austin,"Austin, USA",2025-03-19,Los Angeles County,Hourly,133976.76,64.41,DataNest,"Customer Service, Communication"
2421,Software Engineer,Software,Chicago,"Chicago, USA",2025-05-12,Harris County,Yearly,73661.32,35.41,SkyNet Ltd,"JavaScript, React, Node.js"
2422,Electrical Technician,Electrical,New York,"New York, USA",2024-11-11,Harris County,Hourly,85509.4,41.11,BrightPath,"Accounting, QuickBooks, Excel"
2423,Electrical Technician,Electrical,Austin,"Austin, USA",2025-06-19,Harris County,Yearly,136686.73,65.71,SkyNet Ltd,"SEO, Google Ads, Analytics"
2424,Project Manager,Project,San Francisco,"San Francisco, USA",2025-08-07,Kings County,Yearly,97080.44,46.67,Techify,"Photoshop, Illustrator"
2425,Financial Analyst,Financial,New York,"New York, USA",2025-07-20,Los Angeles County,Yearly,144243.11,69.35,SkyNet Ltd,"Customer Service, Communication"
2426,Marketing Specialist,Marketing,Austin,"Austin, USA",2025-08-28,Harris County,Hourly,146397.39,70.38,DataNest,"Python, SQL, Excel"
2427,Marketing Specialist,Marketing,San Francisco,"San Francisco, USA",2024-12-09,King County,Hourly,55849.17,26.85,NextGen Corp,"Customer Service, Communication"
2428,Mechanical Engineer,Mechanical,Seattle,"Seattle, USA",2025-01-15,Cook County,Hourly,68749.16,33.05,Techify,"AutoCAD, SolidWorks"
2429,Project Manager,Project,Seattle,"Seattle, USA",2025-02-04,Kings County,Yearly,130437.66,62.71,NextGen Corp,"JavaScript, React, Node.js"
2430,Financial Analyst,Financial,New York,"New York, USA",2024-10-17,Cook County,Hourly,82053.89,39.45,SkyNet Ltd,"SEO, Google Ads, Analytics"
2431,Data Analyst,Data,San Francisco,"San Francisco, USA",2025-01-20,Harris County,Yearly,97894.63,47.06,BrightPath,"SEO, Google Ads, Analytics"
2432,Graphic Designer,Graphic,Austin,"Austin, USA",2025-08-21,Los Angeles County,Hourly,111278.04,53.5,SoftHub,"Customer Service, Communication"
2433,Software Engineer,Software,Seattle,"Seattle, USA",2024-12-17,Kings County,Yearly,118674.44,57.06,SoftHub,"AutoCAD, SolidWorks"
2434,Graphic Designer,Graphic,Los Angeles,"Los Angeles, USA",2025-07-26,Harris County,Yearly,77678.04,37.35,DataNest,"JavaScript, React, Node.js"
2435,Data Analyst,Data,Seattle,"Seattle, USA",2025-06-08,King County,Yearly,148479.82,71.38,BrightPath,"Accounting, QuickBooks, Excel"
2436,Mechanical Engineer,Mechanical,New York,"New York, USA",2025-07-24,Harris County,Hourly,142141.38,68.34,DataNest,"Accounting, QuickBooks, Excel"
2437,Electrical Technician,Electrical,New York,"New York, USA",2025-09-21,Cook County,Yearly,136611.6,65.68,BrightPath,"Customer Service, Communication"
2438,Mechanical Engineer,Mechanical,Houston,"Houston, USA",2024-11-13,Cook County,Hourly,75642.33,36.37,GreenWorks,"Accounting, QuickBooks, Excel"
2439,Software Engineer,Software,New York,"New York, USA",2025-06-05,Los Angeles County,Yearly,104228.56,50.11,DataNest,"JavaScript, React, Node.js"
2440,Financial Analyst,Financial,New York,"New York, USA",2024-11-05,Kings County,Yearly,110073.23,52.92,SkyNet Ltd,"SEO, Google Ads, Analytics"
2441,Data Analyst,Data,San Francisco,"San Francisco, USA",2025-09-14,Cook County,Yearly,116933.51,56.22,SkyNet Ltd,"SEO, Google Ads, Analytics"
2442,Data Analyst,Data,New York,"New York, USA",2024-11-24,Kings County,Hourly,41706.29,20.05,Techify,"Photoshop, Illustrator"
2443,Web Developer,Web,Chicago,"Chicago, USA",2025-10-11,Cook County,Yearly,89973.45,43.26,SkyNet Ltd,"SEO, Google Ads, Analytics"
2444,Customer Support Representative,Customer,Houston,"Houston, USA",2024-10-15,Kings County,Yearly,42449.86,20.41,NextGen Corp,"Photoshop, Illustrator"
2445,Project Manager,Project,Chicago,"Chicago, USA",2024-11-25,Harris County,Hourly,134921.09,64.87,GreenWorks,"SEO, Google Ads, Analytics"
2446,Customer Support Representative,Customer,Houston,"Houston, USA",2024-11-20,Cook County,Yearly,91585.15,44.03,NextGen Corp,"Python, SQL, Excel"
2447,Web Developer,Web,Seattle,"Seattle, USA",2025-08-30,Kings County,Hourly,70348.74,33.82,Techify,"Photoshop, Illustrator"
2448,Financial Analyst,Financial,New York,"New York, USA",2025-08-14,Cook County,Hourly,65806.18,31.64,BrightPath,"AutoCAD, SolidWorks"
2449,Mechanical Engineer,Mechanical,Seattle,"Seattle, USA",2025-02-21,King County,Yearly,104050.4,50.02,GreenWorks,"AutoCAD, SolidWorks"
2450,Software Engineer,Software,Austin,"Austin, USA",2024-11-26,Cook County,Hourly,104354.64,50.17,BrightPath,"Python, SQL, Excel"
2451,Financial Analyst,Financial,Seattle,"Seattle, USA",2025-09-03,Los Angeles County,Hourly,84285.84,40.52,GreenWorks,"SEO, Google Ads, Analytics"
2452,Marketing Specialist,Marketing,Los Angeles,"Los Angeles, USA",2025-09-22,Harris County,Yearly,74867.55,35.99,DataNest,"Python, SQL, Excel"
2453,Software Engineer,Software,Chicago,"Chicago, USA",2024-12-19,Kings County,Hourly,77914.38,37.46,BrightPath,"AutoCAD, SolidWorks"
2454,Web Developer,Web,Chicago,"Chicago, USA",2024-12-18,Harris County,Hourly,62704.0,30.15,SoftHub,"AutoCAD, SolidWorks"
2455,Data Analyst,Data,New York,"New York, USA",2025-01-10,Los Angeles County,Yearly,44892.04,21.58,NextGen Corp,"Customer Service, Communication"
2456,Project Manager,Project,New York,"New York, USA",2025-07-20,Los Angeles County,Hourly,100433.88,48.29,BrightPath,"AutoCAD, SolidWorks"
2457,Web Developer,Web,Austin,"Austin, USA",2025-01-15,Harris County,Hourly,119432.57,57.42,NextGen Corp,"SEO, Google Ads, Analytics"
2458,Web Developer,Web,Seattle,"Seattle, USA",2025-02-18,King County,Hourly,98853.85,47.53,SkyNet Ltd,"SEO, Google Ads, Analytics"
2459,Electrical Technician,Electrical,Chicago,"Chicago, USA",2025-08-28,Harris County,Yearly,52049.39,25.02,SkyNet Ltd,"JavaScript, React, Node.js"
2460,Data Analyst,Data,San Francisco,"San Francisco, USA",2025-01-27,Los Angeles County,Yearly,146729.9,70.54,BrightPath,"Customer Service, Communication"
2461,Software Engineer,Software,Los Angeles,"Los Angeles, USA",2025-02-16,King County,Yearly,145056.18,69.74,DataNest,"AutoCAD, SolidWorks"
2462,Software Engineer,Software,Seattle,"Seattle, USA",2024-12-26,Cook County,Yearly,146064.17,70.22,NextGen Corp,"JavaScript, React, Node.js"
2463,Software Engineer,Software,San Francisco,"San Francisco, USA",2025-06-08,King County,Hourly,137926.1,66.31,DataNest,"Photoshop, Illustrator"
2464,Project Manager,Project,Chicago,"Chicago, USA",2025-09-30,King County,Hourly,97063.07,46.66,DataNest,"SEO, Google Ads, Analytics"
2465,Software Engineer,Software,Los Angeles,"Los Angeles, USA",2025-03-01,Harris County,Yearly,80052.86,38.49,SkyNet Ltd,"Photoshop, Illustrator"
2466,Graphic Designer,Graphic,Chicago,"Chicago, USA",2025-04-26,Cook County,Yearly,146377.45,70.37,GreenWorks,"Accounting, QuickBooks, Excel"
2467,Graphic Designer,Graphic,Houston,"Houston, USA",2025-06-27,King County,Yearly,43214.17,20.78,SkyNet Ltd,"JavaScript, React, Node.js"
2468,Customer Support Representative,Customer,Austin,"Austin, USA",2025-05-06,Kings County,Hourly,119169.99,57.29,BrightPath,"Customer Service, Communication"
2469,Web Developer,Web,Chicago,"Chicago, USA",2024-10-18,Kings County,Yearly,85324.93,41.02,Techify,"Customer Service, Communication"
2470,Software Engineer,Software,Houston,"Houston, USA",2025-04-23,Cook County,Hourly,113710.64,54.67,NextGen Corp,"Python, SQL, Excel"
2471,Financial Analyst,Financial,Houston,"Houston, USA",2025-07-25,Harris County,Yearly,80242.79,38.58,BrightPath,"Photoshop, Illustrator"
2472,Project Manager,Project,Chicago,"Chicago, USA",2025-04-22,Cook County,Hourly,65574.23,31.53,DataNest,"AutoCAD, SolidWorks"
2473,Electrical Technician,Electrical,New York,"New York, USA",2025-09-24,King County,Yearly,115598.49,55.58,DataNest,"SEO, Google Ads, Analytics"
2474,Marketing Specialist,Marketing,Chicago,"Chicago, USA",2025-04-03,Cook County,Yearly,53323.76,25.64,DataNest,"Python, SQL, Excel"
2475,Data Analyst,Data,Chicago,"Chicago, USA",2025-04-07,King County,Hourly,69793.04,33.55,DataNest,"JavaScript, React, Node.js"
2476,Data Analyst,Data,Seattle,"Seattle, USA",2025-03-20,King County,Hourly,113212.42,54.43,SoftHub,"Accounting, QuickBooks, Excel"
2477,Mechanical Engineer,Mechanical,New York,"New York, USA",2025-02-13,Kings County,Yearly,114255.65,54.93,Techify,"JavaScript, React, Node.js"
2478,Customer Support Representative,Customer,Seattle,"Seattle, USA",2024-11-15,Los Angeles County,Hourly,54214.2,26.06,DataNest,"Accounting, QuickBooks, Excel"
2479,Electrical Technician,Electrical,New York,"New York, USA",2025-01-06,Cook County,Hourly,135515.63,65.15,Techify,"AutoCAD, SolidWorks"
2480,Electrical Technician,Electrical,Austin,"Austin, USA",2025-05-01,Los Angeles County,Yearly,76562.41,36.81,Techify,"Customer Service, Communication"
2481,Electrical Technician,Electrical,Houston,"Houston, USA",2024-10-23,Harris County,Hourly,118495.37,56.97,DataNest,"AutoCAD, SolidWorks"
2482,Data Analyst,Data,Los Angeles,"Los Angeles, USA",2025-08-03,Kings County,Hourly,83139.5,39.97,Techify,"AutoCAD, SolidWorks"
2483,Marketing Specialist,Marketing,Seattle,"Seattle, USA",2025-01-22,Cook County,Yearly,54968.31,26.43,NextGen Corp,"Photoshop, Illustrator"
2484,Graphic Designer,Graphic,Los Angeles,"Los Angeles, USA",2025-09-17,Los Angeles County,Yearly,87801.85,42.21,GreenWorks,"Photoshop, Illustrator"
2485,Financial Analyst,Financial,Los Angeles,"Los Angeles, USA",2025-01-28,Los Angeles County,Hourly,94323.71,45.35,GreenWorks,"Customer Service, Communication"
2486,Customer Support Representative,Customer,Houston,"Houston, USA",2025-05-23,Cook County,Hourly,45201.02,21.73,SkyNet Ltd,"Python, SQL, Excel"
2487,Mechanical Engineer,Mechanical,San Francisco,"San Francisco, USA",2025-01-19,King County,Yearly,128301.79,61.68,BrightPath,"Accounting, QuickBooks, Excel"
2488,Graphic Designer,Graphic,New York,"New York, USA",2024-12-14,Harris County,Yearly,86654.25,41.66,SkyNet Ltd,"Customer Service, Communication"
2489,Customer Support Representative,Customer,Houston,"Houston, USA",2025-05-03,Harris County,Yearly,124770.54,59.99,Techify,"Python, SQL, Excel"
2490,Marketing Specialist,Marketing,Los Angeles,"Los Angeles, USA",2025-08-15,Kings County,Hourly,87400.8,42.02,GreenWorks,"Python, SQL, Excel"
2491,Web Developer,Web,Seattle,"Seattle, USA",2025-07-14,King County,Hourly,138085.82,66.39,NextGen Corp,"Customer Service, Communication"
2492,Web Developer,Web,New York,"New York, USA",2025-01-27,King County,Yearly,52295.05,25.14,GreenWorks,"Photoshop, Illustrator"
2493,Project Manager,Project,Chicago,"Chicago, USA",2025-02-12,Los Angeles County,Yearly,90372.81,43.45,BrightPath,"Photoshop, Illustrator"
2494,Project Manager,Project,Austin,"Austin, USA",2024-10-16,King County,Hourly,94545.51,45.45,SkyNet Ltd,"AutoCAD, SolidWorks"
2495,Web Developer,Web,Los Angeles,"Los Angeles, USA",2025-03-17,Harris County,Hourly,96631.58,46.46,BrightPath,"Photoshop, Illustrator"
2496,Graphic Designer,Graphic,San Francisco,"San Francisco, USA",2025-05-04,Los Angeles County,Yearly,135600.65,65.19,GreenWorks,"JavaScript, React, Node.js"
2497,Graphic Designer,Graphic,Chicago,"Chicago, USA",2025-05-19,Harris County,Hourly,99917.87,48.04,BrightPath,"AutoCAD, SolidWorks"
2498,Graphic Designer,Graphic,Houston,"Houston, USA",2025-09-17,Cook County,Yearly,42929.01,20.64,NextGen Corp,"SEO, Google Ads, Analytics"
2499,Electrical Technician,Electrical,San Francisco,"San Francisco, USA",2024-10-28,Cook County,Yearly,80331.73,38.62,Techify,"SEO, Google Ads, Analytics"
2500,Marketing Specialist,Marketing,San Francisco,"San Francisco, USA",2025-02-24,Los Angeles County,Yearly,93372.59,44.89,BrightPath,"Python, SQL, Excel"
2501,Customer Support Representative,Customer,Houston,"Houston, USA",2025-06-12,Los Angeles County,Yearly,148509.37,71.4,BrightPath,"Photoshop, Illustrator"
2502,Marketing Specialist,Marketing,Chicago,"Chicago, USA",2025-07-05,Harris County,Hourly,61858.23,29.74,DataNest,"Python, SQL, Excel"
2503,Data Analyst,Data,New York,"New York, USA",2024-12-01,Harris County,Hourly,111651.24,53.68,Techify,"JavaScript, React, Node.js"
2504,Financial Analyst,Financial,Los Angeles,"Los Angeles, USA",2025-05-30,Cook County,Yearly,98415.33,47.32,GreenWorks,"AutoCAD, SolidWorks"
2505,Web Developer,Web,Austin,"Austin, USA",2025-08-03,King County,Yearly,44245.84,21.27,BrightPath,"Photoshop, Illustrator"
2506,Customer Support Representative,Customer,New York,"New York, USA",2024-11-17,Los Angeles County,Hourly,75234.41,36.17,BrightPath,"Photoshop, Illustrator"
2507,Mechanical Engineer,Mechanical,San Francisco,"San Francisco, USA",2025-02-09,Kings County,Yearly,62912.67,30.25,Techify,"Accounting, QuickBooks, Excel"
2508,Marketing Specialist,Marketing,Seattle,"Seattle, USA",2025-03-08,Kings County,Yearly,64362.8,30.94,NextGen Corp,"Python, SQL, Excel"
2509,Customer Support Representative,Customer,Seattle,"Seattle, USA",2025-05-17,King County,Hourly,145323.92,69.87,BrightPath,"Python, SQL, Excel"
2510,Graphic Designer,Graphic,San Francisco,"San Francisco, USA",2025-08-04,Kings County,Yearly,107900.99,51.88,BrightPath,"SEO, Google Ads, Analytics"
2511,Web Developer,Web,Austin,"Austin, USA",2024-11-04,King County,Yearly,89244.61,42.91,SkyNet Ltd,"Customer Service, Communication"
2512,Mechanical Engineer,Mechanical,New York,"New York, USA",2025-01-16,Los Angeles County,Hourly,111407.4,53.56,DataNest,"Photoshop, Illustrator"
2513,Web Developer,Web,Seattle,"Seattle, USA",2024-10-22,King County,Hourly,125852.05,60.51,BrightPath,"Python, SQL, Excel"
2514,Electrical Technician,Electrical,Chicago,"Chicago, USA",2025-01-06,Harris County,Yearly,98203.76,47.21,Techify,"SEO, Google Ads, Analytics"
2515,Customer Support Representative,Customer,Austin,"Austin, USA",2025-05-23,Harris County,Hourly,48778.05,23.45,SoftHub,"Python, SQL, Excel"
2516,Mechanical Engineer,Mechanical,Chicago,"Chicago, USA",2025-05-03,Cook County,Yearly,145838.11,70.11,SkyNet Ltd,"SEO, Google Ads, Analytics"
2517,Graphic Designer,Graphic,Austin,"Austin, USA",2025-05-15,Kings County,Yearly,148625.97,71.45,DataNest,"Accounting, QuickBooks, Excel"
2518,Project Manager,Project,New York,"New York, USA",2025-02-07,King County,Yearly,101153.2,48.63,DataNest,"Photoshop, Illustrator"
2519,Graphic Designer,Graphic,Houston,"Houston, USA",2025-05-10,Cook County,Yearly,43131.17,20.74,BrightPath,"Accounting, QuickBooks, Excel"
2520,Project Manager,Project,Houston,"Houston, USA",2025-07-14,King County,Hourly,89100.77,42.84,GreenWorks,"Python, SQL, Excel"
2521,Web Developer,Web,New York,"New York, USA",2024-12-21,Cook County,Hourly,64133.27,30.83,BrightPath,"Photoshop, Illustrator"
2522,Software Engineer,Software,Los Angeles,"Los Angeles, USA",2024-12-18,Cook County,Hourly,75183.9,36.15,Techify,"Photoshop, Illustrator"
2523,Mechanical Engineer,Mechanical,Austin,"Austin, USA",2025-01-14,Los Angeles County,Yearly,127935.45,61.51,DataNest,"Customer Service, Communication"
2524,Software Engineer,Software,Seattle,"Seattle, USA",2025-04-05,King County,Yearly,135986.1,65.38,GreenWorks,"Python, SQL, Excel"
2525,Graphic Designer,Graphic,New York,"New York, USA",2025-09-29,Kings County,Hourly,46098.03,22.16,DataNest,"Photoshop, Illustrator"
2526,Project Manager,Project,San Francisco,"San Francisco, USA",2025-07-26,Kings County,Hourly,88444.68,42.52,BrightPath,"JavaScript, React, Node.js"
2527,Data Analyst,Data,Seattle,"Seattle, USA",2025-07-31,Los Angeles County,Yearly,78109.85,37.55,GreenWorks,"Accounting, QuickBooks, Excel"
2528,Customer Support Representative,Customer,San Francisco,"San Francisco, USA",2025-07-27,Cook County,Yearly,112445.62,54.06,DataNest,"Customer Service, Communication"
2529,Electrical Technician,Electrical,Houston,"Houston, USA",2025-05-02,Kings County,Hourly,74844.6,35.98,Techify,"AutoCAD, SolidWorks"
2530,Data Analyst,Data,Austin,"Austin, USA",2025-06-12,Kings County,Yearly,132515.6,63.71,SkyNet Ltd,"JavaScript, React, Node.js"
2531,Software Engineer,Software,San Francisco,"San Francisco, USA",2025-09-07,Harris County,Yearly,49116.79,23.61,GreenWorks,"Accounting, QuickBooks, Excel"
2532,Marketing Specialist,Marketing,San Francisco,"San Francisco, USA",2025-01-11,King County,Yearly,125486.03,60.33,SkyNet Ltd,"Python, SQL, Excel"
2533,Software Engineer,Software,Austin,"Austin, USA",2024-11-17,Kings County,Yearly,76754.38,36.9,Techify,"Customer Service, Communication"
